순번,취업일자,연령,장애유형,중증여부,근무지역,취업직종대분류
25580,2022-04-11,20,자폐성장애,중증,충북 청주시 상당구,청소 및 기타 개인서비스직
25581,2022-05-10,19,지적장애,중증,충북 청주시 상당구,청소 및 기타 개인서비스직
25582,2022-04-11,21,지적장애,중증,충북 청주시 상당구,청소 및 기타 개인서비스직
25583,2022-04-11,22,지적장애,중증,충북 청주시 상당구,청소 및 기타 개인서비스직
25584,2022-04-11,21,지적장애,중증,충북 청주시 상당구,청소 및 기타 개인서비스직
25585,2022-06-22,19,지적장애,중증,충북 청주시 상당구,청소 및 기타 개인서비스직
25586,2022-04-11,20,지적장애,중증,충북 청주시 상당구,청소 및 기타 개인서비스직
25587,2022-09-13,18,지적장애,중증,충북 청주시 청원구,청소 및 기타 개인서비스직
25588,2022-09-13,18,지적장애,중증,충북 청주시 청원구,청소 및 기타 개인서비스직
25589,2022-04-11,19,지적장애,중증,충북 청주시 청원구,청소 및 기타 개인서비스직
25590,2022-04-11,18,지적장애,중증,충북 청주시 청원구,청소 및 기타 개인서비스직
25591,2022-04-11,18,지적장애,중증,충북 청주시 청원구,청소 및 기타 개인서비스직
25592,2022-04-11,18,자폐성장애,중증,충북 청주시 청원구,청소 및 기타 개인서비스직
25593,2022-04-11,18,지적장애,중증,충북 청주시 청원구,청소 및 기타 개인서비스직
25594,2022-09-13,18,지적장애,중증,충북 청주시 상당구,청소 및 기타 개인서비스직
25595,2022-09-13,19,자폐성장애,중증,충북 청주시 상당구,청소 및 기타 개인서비스직
25596,2022-09-13,18,지적장애,중증,충북 청주시 상당구,청소 및 기타 개인서비스직
25597,2022-04-11,18,지적장애,중증,충북 청주시 상당구,청소 및 기타 개인서비스직
25598,2022-04-11,18,지적장애,중증,충북 청주시 상당구,청소 및 기타 개인서비스직
25599,2022-04-11,18,지적장애,중증,충북 청주시 상당구,청소 및 기타 개인서비스직
25600,2022-09-13,19,지적장애,중증,충북 청주시 청원구,청소 및 기타 개인서비스직
25601,2022-01-01,54,지체장애,경증,전북 고창군,경영·행정·사무직
25602,2022-09-19,24,지적장애,중증,강원 강릉시,운전·운송직
25603,2022-11-01,41,뇌병변장애,중증,강원 강릉시,운전·운송직
25604,2022-03-14,61,지체장애,경증,강원 춘천시,농림어업직
25605,2022-09-13,20,뇌병변장애,중증,충북 청주시 서원구,청소 및 기타 개인서비스직
25606,2022-09-13,18,지적장애,중증,충북 청주시 서원구,청소 및 기타 개인서비스직
25607,2022-09-13,21,지적장애,중증,충북 청주시 서원구,청소 및 기타 개인서비스직
25608,2022-04-11,20,뇌병변장애,중증,충북 청주시 서원구,예술·디자인·방송직
25609,2022-09-13,18,지적장애,중증,충북 청주시 상당구,청소 및 기타 개인서비스직
25610,2022-09-13,18,지적장애,중증,충북 청주시 상당구,청소 및 기타 개인서비스직
25611,2022-09-13,18,지적장애,중증,충북 청주시 상당구,청소 및 기타 개인서비스직
25612,2022-09-13,19,지적장애,중증,충북 청주시 상당구,청소 및 기타 개인서비스직
25613,2022-09-13,19,지적장애,중증,충북 청주시 상당구,청소 및 기타 개인서비스직
25614,2022-09-13,20,자폐성장애,중증,충북 청주시 상당구,청소 및 기타 개인서비스직
25615,2022-09-13,19,지적장애,중증,충북 청주시 상당구,청소 및 기타 개인서비스직
25616,2022-09-13,19,지적장애,중증,충북 청주시 상당구,청소 및 기타 개인서비스직
25617,2022-09-13,23,지적장애,중증,충북 청주시 상당구,청소 및 기타 개인서비스직
25618,2022-04-11,19,지적장애,중증,충북 청주시 상당구,청소 및 기타 개인서비스직
25619,2022-04-11,19,지적장애,중증,충북 청주시 상당구,청소 및 기타 개인서비스직
25620,2022-04-11,20,자폐성장애,중증,충북 청주시 상당구,청소 및 기타 개인서비스직
25621,2022-04-11,19,지적장애,중증,충북 청주시 상당구,청소 및 기타 개인서비스직
25622,2022-04-11,20,자폐성장애,중증,충북 청주시 상당구,청소 및 기타 개인서비스직
25623,2022-04-11,20,지적장애,중증,충북 청주시 상당구,청소 및 기타 개인서비스직
25624,2022-04-11,20,지적장애,중증,충북 청주시 상당구,청소 및 기타 개인서비스직
25625,2022-04-11,19,지적장애,중증,충북 청주시 상당구,청소 및 기타 개인서비스직
25626,2022-04-11,20,지적장애,중증,충북 청주시 상당구,청소 및 기타 개인서비스직
25627,2022-04-11,19,지적장애,중증,충북 청주시 상당구,청소 및 기타 개인서비스직
25628,2022-04-13,61,시각장애,경증,전북 무주군,경영·행정·사무직
25629,2022-01-05,68,청각장애,경증,전북 무주군,경영·행정·사무직
25630,2022-01-05,61,시각장애,경증,전북 무주군,경영·행정·사무직
25631,2022-01-05,64,정신장애,중증,전북 무주군,경영·행정·사무직
25632,2022-04-04,49,지체장애,경증,전북 무주군,경영·행정·사무직
25633,2022-04-04,60,지체장애,경증,전북 무주군,경영·행정·사무직
25634,2022-02-21,27,지적장애,중증,전북 무주군,경영·행정·사무직
25635,2022-06-02,62,지체장애,중증,전북 전주시,보건·의료직
25636,2022-09-01,64,지체장애,경증,강원 춘천시,경호·경비직
25637,2022-08-08,60,지체장애,경증,강원 춘천시,청소 및 기타 개인서비스직
25638,2022-03-01,60,지체장애,경증,강원 춘천시,경호·경비직
25639,2022-09-13,19,지적장애,중증,충북 괴산군,청소 및 기타 개인서비스직
25640,2022-03-02,75,지체장애,경증,전북 전주시 완산구,청소 및 기타 개인서비스직
25641,2022-03-02,60,청각장애,경증,전북 전주시 완산구,청소 및 기타 개인서비스직
25642,2022-03-02,70,지체장애,경증,전북 전주시 완산구,청소 및 기타 개인서비스직
25643,2022-03-02,72,간장애,경증,전북 전주시 완산구,청소 및 기타 개인서비스직
25644,2022-03-02,62,지체장애,경증,전북 전주시 완산구,청소 및 기타 개인서비스직
25645,2022-03-01,61,시각장애,경증,강원 화천군,경호·경비직
25646,2022-09-13,18,지적장애,중증,충북 증평군,청소 및 기타 개인서비스직
25647,2022-09-13,18,지적장애,중증,충북 음성군,청소 및 기타 개인서비스직
25648,2022-04-11,18,지적장애,중증,충북 음성군,청소 및 기타 개인서비스직
25649,2022-03-02,62,지체장애,경증,전북 전주시 완산구,청소 및 기타 개인서비스직
25650,2022-03-02,61,지체장애,경증,전북 전주시 완산구,청소 및 기타 개인서비스직
25651,2022-03-02,60,지체장애,경증,전북 전주시 완산구,청소 및 기타 개인서비스직
25652,2022-03-02,63,지체장애,경증,전북 전주시 완산구,청소 및 기타 개인서비스직
25653,2022-03-02,63,지체장애,경증,전북 전주시 완산구,청소 및 기타 개인서비스직
25654,2022-03-01,24,시각장애,경증,전북 전주시 완산구,경영·행정·사무직
25655,2022-03-01,42,장루요루장애,경증,전북 전주시 완산구,경영·행정·사무직
25656,2022-05-01,61,지체장애,경증,전북 전주시 덕진구,건설·채굴직
25657,2022-03-01,65,청각장애,경증,강원 강릉시,경호·경비직
25658,2022-03-01,56,청각장애,중증,강원 강릉시,경호·경비직
25659,2022-09-13,19,지적장애,중증,충북 영동군,청소 및 기타 개인서비스직
25660,2022-09-13,18,지적장애,중증,충북 옥천군,청소 및 기타 개인서비스직
25661,2022-09-13,18,지적장애,중증,충북 옥천군,예술·디자인·방송직
25662,2022-09-13,19,지적장애,중증,충북 옥천군,청소 및 기타 개인서비스직
25663,2022-09-13,18,지적장애,중증,충북 옥천군,청소 및 기타 개인서비스직
25664,2022-09-13,18,지적장애,중증,충북 옥천군,청소 및 기타 개인서비스직
25665,2022-09-13,18,지적장애,중증,충북 옥천군,청소 및 기타 개인서비스직
25666,2022-09-13,18,지적장애,중증,충북 옥천군,청소 및 기타 개인서비스직
25667,2022-09-13,18,지적장애,중증,충북 옥천군,청소 및 기타 개인서비스직
25668,2022-04-11,18,지적장애,중증,충북 옥천군,청소 및 기타 개인서비스직
25669,2022-04-11,18,지적장애,중증,충북 옥천군,청소 및 기타 개인서비스직
25670,2022-04-11,18,지적장애,중증,충북 옥천군,청소 및 기타 개인서비스직
25671,2022-04-11,18,지적장애,중증,충북 옥천군,청소 및 기타 개인서비스직
25672,2022-04-11,18,지적장애,중증,충북 옥천군,청소 및 기타 개인서비스직
25673,2022-04-11,18,지적장애,중증,충북 옥천군,청소 및 기타 개인서비스직
25674,2022-04-11,18,지적장애,중증,충북 옥천군,청소 및 기타 개인서비스직
25675,2022-04-11,19,지적장애,중증,충북 옥천군,청소 및 기타 개인서비스직
25676,2022-03-02,66,지체장애,경증,전북 전주시 덕진구,청소 및 기타 개인서비스직
25677,2022-09-01,60,뇌병변장애,경증,전북 전주시 덕진구,경호·경비직
25678,2022-03-02,67,시각장애,경증,전북 전주시 덕진구,청소 및 기타 개인서비스직
25679,2022-03-01,47,지적장애,중증,전북 전주시 덕진구,청소 및 기타 개인서비스직
25680,2022-06-01,64,지체장애,경증,전북 전주시 덕진구,청소 및 기타 개인서비스직
25681,2022-03-02,35,지적장애,중증,전북 전주시 완산구,청소 및 기타 개인서비스직
25682,2022-03-01,63,국가유공,경증,전북 전주시 덕진구,경호·경비직
25683,2022-03-02,60,지체장애,경증,전북 전주시 덕진구,청소 및 기타 개인서비스직
25684,2022-03-02,69,지체장애,경증,전북 전주시,경영·행정·사무직
25685,2022-03-02,26,지적장애,중증,전북 전주시 덕진구,청소 및 기타 개인서비스직
25686,2022-03-02,21,지적장애,중증,전북 전주시 덕진구,청소 및 기타 개인서비스직
25687,2022-03-01,60,시각장애,경증,전북 전주시 덕진구,경호·경비직
25688,2022-03-01,61,국가유공,경증,강원 강릉시,관리직(임원·부서장)
25689,2022-03-01,62,시각장애,경증,강원 강릉시,경호·경비직
25690,2022-09-01,62,지체장애,경증,강원 강릉시,경호·경비직
25691,2022-11-07,40,지체장애,경증,전북 익산시,여행·숙박·오락 서비스직
25692,2022-06-01,59,호흡기장애,중증,전북 완주군,청소 및 기타 개인서비스직
25693,2022-03-01,59,지체장애,경증,전북 완주군,청소 및 기타 개인서비스직
25694,2022-10-07,63,지체장애,경증,강원 속초시,청소 및 기타 개인서비스직
25695,2022-04-06,20,지적장애,중증,강원 속초시,음식 서비스직
25696,2022-04-06,20,지적장애,중증,강원 속초시,음식 서비스직
25697,2022-04-06,20,자폐성장애,중증,강원 속초시,음식 서비스직
25698,2022-04-06,26,지적장애,중증,강원 속초시,음식 서비스직
25699,2022-04-06,20,지적장애,중증,강원 속초시,음식 서비스직
25700,2022-04-06,21,지적장애,중증,강원 속초시,음식 서비스직
25701,2022-04-06,20,지적장애,중증,강원 속초시,음식 서비스직
25702,2022-04-06,20,지적장애,중증,강원 속초시,음식 서비스직
25703,2022-04-06,19,자폐성장애,중증,강원 속초시,음식 서비스직
25704,2022-04-06,19,지적장애,중증,강원 속초시,음식 서비스직
25705,2022-04-06,20,지적장애,중증,강원 속초시,음식 서비스직
25706,2022-04-06,20,지적장애,중증,강원 속초시,음식 서비스직
25707,2022-04-06,20,지적장애,중증,강원 속초시,음식 서비스직
25708,2022-04-06,21,지적장애,중증,강원 속초시,음식 서비스직
25709,2022-09-13,18,지적장애,중증,충북 충주시,청소 및 기타 개인서비스직
25710,2022-09-13,18,지적장애,중증,충북 충주시,청소 및 기타 개인서비스직
25711,2022-09-13,18,지적장애,중증,충북 충주시,청소 및 기타 개인서비스직
25712,2022-03-02,57,지체장애,경증,전북 완주군,청소 및 기타 개인서비스직
25713,2022-03-01,61,시각장애,경증,강원 원주시,경호·경비직
25714,2022-03-01,54,지체장애,경증,강원 원주시,경영·행정·사무직
25715,2022-07-01,60,지체장애,경증,충북 청주시 상당구,청소 및 기타 개인서비스직
25716,2022-05-01,62,지적장애,중증,충북 청주시 상당구,청소 및 기타 개인서비스직
25717,2022-01-01,54,지체장애,경증,제주 서귀포시,경영·행정·사무직
25718,2022-01-01,75,시각장애,경증,제주 제주시,경영·행정·사무직
25719,2022-01-01,80,지체장애,경증,제주 서귀포시,청소 및 기타 개인서비스직
25720,2022-01-01,78,청각장애,경증,제주 서귀포시,청소 및 기타 개인서비스직
25721,2022-01-01,62,뇌병변장애,경증,제주 서귀포시,청소 및 기타 개인서비스직
25722,2022-01-01,70,뇌병변장애,경증,제주 서귀포시,청소 및 기타 개인서비스직
25723,2022-01-01,77,지체장애,경증,제주 서귀포시,청소 및 기타 개인서비스직
25724,2022-01-01,73,지체장애,중증,제주 서귀포시,청소 및 기타 개인서비스직
25725,2022-01-01,72,지체장애,경증,제주 서귀포시,청소 및 기타 개인서비스직
25726,2022-01-01,54,지체장애,경증,제주 서귀포시,청소 및 기타 개인서비스직
25727,2022-01-01,77,지체장애,경증,제주 서귀포시,청소 및 기타 개인서비스직
25728,2022-01-01,77,지체장애,경증,제주 서귀포시,청소 및 기타 개인서비스직
